type,title,companyTitle,minSalary,maxSalary,workExperience,education,totalTag,companyPeople,workTag,welfare,imgSrc,city
web前端,web前端开发工程师（远程）[洋泾],创元聚星,25000,45000,经验5-10年,本科,"IT技术服务｜咨询,软件服务｜咨询,区块链 / 不需要融资 / 150-500人",150-500,区块链/科技金融/React,远程办公,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,web前端开发工程师[闵行区],千匠网络,12000,20000,经验5-10年,大专,无,未知,无,"五险一金,绩效奖金,做五休二",https://www.lgstatic.com/thumbnail_120x120/10/2e496b7a4d414e728751f69f663f88ed.png,上海
web前端,Web前端开发工程师[浦东新区],翔运公司,12000,17000,经验3-5年,本科,"物流平台,物流｜运输 / 不需要融资 / 50-150人",50-150,物流平台/物流｜运输,"补充公积金,免费班车,五险一金",https://www.lgstatic.com/thumbnail_120x120/10/9baf4c603f4248c2bc048b9afeb6cf5a.png,上海
web前端,Web前端开发工程师[虹口区],维弗网络,10000,14000,经验3-5年,本科,"电商平台,内容社区 / 不需要融资 / 15-50人",15-50,内容社区/电商平台,"五险一金,绩效奖金,弹性工作",https://www.lgstatic.com/thumbnail_120x120/10/6adb4b0d24334361839b3a10d656ed5a.png,上海
web前端,Web前端开发工程师[普陀区],凯延科技,16000,22000,经验5-10年,本科,智能硬件 / 不需要融资 / 50-150人,50-150,智能硬件,"五险一金,绩效奖金,交通补贴",https://www.lgstatic.com/thumbnail_120x120/10/867906ad42b04972b278cce3de4e9151.png,上海
web前端,前端工程师[曹杨],WAP,23000,38000,经验不限,本科,软件服务｜咨询 / 不需要融资 / 500-2000人,500-2000,软件服务｜咨询/CSS/JavaScript/babel/Webpack,外企，优秀团队，弹性工作，年10天以上带薪休假,https://www.lgstatic.com/thumbnail_120x120/10/17129f9783aa449985fa530db2e0fc0d.png,上海
web前端,前端开发工程师[静安区],申元咨询,15000,30000,经验3-5年,本科,房地产｜建筑｜物业 / 不需要融资 / 500-2000人,500-2000,软件服务｜咨询/CSS/JavaScript/Vue/Web前端开发,稳定且有发展机会,https://www.lgstatic.com/thumbnail_120x120/10/75a3ba442c494e019a75087afa2a57f7.png,上海
web前端,前端开发工程师[漕河泾],上海风景商务咨询有限公司,12000,16000,经验3-5年,本科,IT技术服务｜咨询 / 不需要融资 / 15-50人,15-50,本地生活/企业服务/移动端/Web前端,小团队，发展空间大，全球500强，中国创新！,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/5C/BE/CgqCHl-CxrSAIXrIAAAHS5TB8rE406.jpg,上海
web前端,Web 前端开发工程师（Vue)[浦东新区],上海小邻通实业有限公司,8000,15000,经验1-3年,本科,网络通信 / 不需要融资 / 50-150人,50-150,网络通信,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/10/1fa3d422c49d4b6fa06caa6eecbf388c.png,上海
web前端,web前端开发[闵行区],江苏嘉则信息技术有限公司,9000,15000,经验3-5年,本科,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/183df1a790eb4b23b8dcf0986680ee24.png,上海
web前端,web前端开发[闵行区],江苏嘉则信息技术有限公司,9000,15000,经验3-5年,本科,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/183df1a790eb4b23b8dcf0986680ee24.png,上海
web前端,Web前端开发[黄浦区],建广数科,16000,17000,经验5-10年,本科,"电商平台,内容社区 / 不需要融资 / 500-2000人",500-2000,内容社区/电商平台,"五险一金,免费班车,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/cdbb3f33c96a4a6f8351c30dc8f25c87.png,上海
web前端,web前端工程师[徐汇区],上海乐异自动化科技有限公司,12000,20000,经验1-3年,本科,无,未知,无,"五险一金,周末双休,带薪年假",https://www.lgstatic.com/thumbnail_120x120/10/6175f7742f8f40febf006566c18d5fa3.png,上海
web前端,前端开发工程师[浦东新区],兴业数金,19000,38000,经验5-10年,本科,科技金融 / 不需要融资 / 500-2000人,500-2000,Web前端/Html5/JavaScript/HTML5/Vue,补充公积金,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/79/CC/CgotOVttVjSAesI6AAKE45VCRRc354.png,上海
web前端,前端开发工程师[花木],兴业数金,18000,35000,经验5-10年,本科,科技金融 / 不需要融资 / 500-2000人,500-2000,CSS/Html5/JavaScript/Vue/科技金融,科技金融，六险一金，定期团建，补充医疗,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/79/CC/CgotOVttVjSAesI6AAKE45VCRRc354.png,上海
web前端,高级前端开发工程师[漕河泾],上海风景商务咨询有限公司,14000,18000,经验3-5年,本科,IT技术服务｜咨询 / 不需要融资 / 15-50人,15-50,消费生活/Vue/电商平台,500强投资的创业团队，业务稳定，潜力巨大,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/5C/BE/CgqCHl-CxrSAIXrIAAAHS5TB8rE406.jpg,上海
web前端,高级前端开发工程师[黄浦区],美团,25000,50000,经验3-5年,本科,消费生活 / 上市公司 / 2000人以上,2000,Web前端开发/Node.js/电商平台,发展空间大，领导好,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/03/84/CgpVE1_ch26AEM8AAAAxNiZmyCE990.png,上海
web前端,前端工程师[曹杨],WAP,23000,38000,经验不限,本科,软件服务｜咨询 / 不需要融资 / 500-2000人,500-2000,软件服务｜咨询/CSS/JavaScript/babel/IT技术服务｜咨询,外企，优秀团队，弹性工作，年10天以上带薪休假,https://www.lgstatic.com/thumbnail_120x120/10/17129f9783aa449985fa530db2e0fc0d.png,上海
web前端,前端开发工程师[长宁区],共联通信,10000,20000,经验1-3年,本科,网络通信 / 不需要融资 / 500-2000人,500-2000,Vue/移动客户端开发/React/网络通信,五险一金,https://www.lgstatic.com/thumbnail_120x120/10/fe38ec58e92b429fb01338d42469ed01.png,上海
web前端,高级前端开发工程师[张江],兴业普惠科技,22000,35000,经验3-5年,硕士,"软件服务｜咨询,数据服务｜咨询,科技金融 / 不需要融资 / 15-50人",15-50,教育｜培训/医疗｜保健｜美容/Vue/React/计算机/软件工程相关专业,五险一金、团队氛围、创新工作,https://www.lgstatic.com/thumbnail_120x120/10/a9bcdcd229a3492b859f1c33063c5be2.png,上海
web前端,web前端开发工程师[杨浦区],极三科技,7000,9000,经验1-3年,大专,无,未知,无,"五险一金,补充公积金,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/df557fe90d854b67ad4af8734beeb898.png,上海
web前端,前端开发[浦东新区],上海祥涛实业投资有限公司,10000,20000,经验1-3年,本科,房地产｜建筑｜物业 / 不需要融资 / 50-150人,50-150,房地产｜建筑｜物业,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/10/bcc61f5cc6274824a0e26dbee839f687.png,上海
web前端,前端开发工程师[徐汇区],亿通国际-上海电子口岸,10000,15000,经验3-5年,本科,"物流平台,物流｜运输 / 不需要融资 / 150-500人",150-500,物流平台/物流｜运输,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,web前端开发工程师[浦东新区],泉盈集团,9000,13000,经验3-5年,本科,无,未知,无,"五险一金,绩效奖金,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/bdc71746d61c4c68b8eccedc030d08e7.png,上海
web前端,web前端开发工程师[浦东新区],汉盛海装,15000,23000,经验3-5年,本科,"物流平台,物流｜运输 / 不需要融资 / 50-150人",50-150,物流平台/物流｜运输,"五险一金,绩效奖金,做五休二",https://www.lgstatic.com/thumbnail_120x120/10/2d16d673e1ab47a096ca32f7a366c0b2.png,上海
web前端,前端开发工程师[花木],兴业数金,15000,30000,经验3-5年,本科,科技金融 / 不需要融资 / 500-2000人,500-2000,CSS/Html5/JavaScript/Vue/科技金融,科技金融，六险一金，定期团建，补充医疗,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/79/CC/CgotOVttVjSAesI6AAKE45VCRRc354.png,上海
web前端,前端开发工程师[花木],兴业数金,15000,30000,经验1-3年,本科,科技金融 / 不需要融资 / 500-2000人,500-2000,CSS/Html5/JavaScript/Vue/科技金融,科技金融，六险一金，定期团建，补充医疗,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/79/CC/CgotOVttVjSAesI6AAKE45VCRRc354.png,上海
web前端,Web前端开发工程师[杨浦区],上海鹰觉科技有限公司,15000,18000,经验1-3年,本科,无,未知,无,"五险一金,定期体检,周末双休",https://www.lgstatic.com/thumbnail_120x120/10/74a8021b0c264cd4bdcab15513a8bb79.png,上海
web前端,前端开发[徐汇区],佰钧成技术,14000,17000,经验5-10年,大专,软件开发 / 不需要融资 / 2000人以上,2000,无,"五险一金,定期体检,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,Web前端开发工程师[静安区],视微如著科技（上海）有限公司,15000,30000,经验1-3年,本科,医疗｜保健｜美容 / 不需要融资 / 150-500人,150-500,医疗｜保健｜美容,方案,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,前端开发工程师[静安区],铁大科技,10000,15000,经验3-5年,本科,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 150-500人",150-500,软件服务｜咨询/数据服务｜咨询,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/4bde3118f45c49678d6defa953193765.png,上海
web前端,web前端开发工程师[浦东新区],武汉岩迪创为信息技术有限公司,12000,18000,经验3-5年,本科,"电商平台,内容社区 / 不需要融资 / 150-500人",150-500,内容社区/电商平台,"五险一金,周末双休,节假日福利",https://www.lgstatic.com/thumbnail_120x120/10/6946516d233a4a2292f6b602e8478f41.png,上海
web前端,Web前端开发工程师[静安区],上海美邸艾广告有限公司,10000,15000,经验1-3年,大专,无,未知,无,"五险一金,定期体检,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/d7231eb46f9546d781ffaebc02af6d0c.png,上海
web前端,web前端开发工程师[浦东新区],51Job,15000,30000,经验3-5年,本科,其他 / 不需要融资 / 500-2000人,500-2000,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,Web前端工程师[黄浦区],上海浦橙信息技术有限公司,8000,15000,经验1-3年,本科,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/b4b5642cadb14ac99884410030d4f01e.png,上海
web前端,web前端工程师[静安区],瀚医,12000,18000,经验3-5年,本科,医疗｜保健｜美容 / 不需要融资 / 150-500人,150-500,医疗｜保健｜美容,"五险一金,做五休二,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/6311b42837634f63862d2d43794ac562.png,上海
web前端,web前端开发工程师[浦东新区],奇利匙信息技术（上海）有限公司,20000,30000,经验3-5年,本科,"电商平台,内容社区 / 不需要融资 / 500-2000人",500-2000,内容社区/电商平台,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,web前端开发工程师[浦江],万达信息股份有限公司,12000,15000,经验3-5年,本科,IT技术服务｜咨询 / 上市公司 / 2000人以上,2000,医疗企业平台/Html5/JavaScript/Vue/计算机/软件工程相关专业,上市公司直招,https://www.lgstatic.com/thumbnail_120x120/image1/M00/35/B9/CgYXBlWclhaAUG_rAAAbrvxEln4884.jpg,上海
web前端,web前端开发工程师[奉贤区],上海正之,8000,15000,经验1-3年,本科,"软件服务｜咨询,物联网,人工智能服务 / 未融资 / 15-50人",15-50,软件服务｜咨询/Vue/React/计算机/软件工程相关专业/Angular,可提供公租房住宿福利,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,web前端开发工程师[金桥],华为技术有限公司,20000,40000,经验1-3年,本科,"智能硬件,IT技术服务｜咨询,制造业 / 不需要融资 / 2000人以上",2000,JavaScript/Vue/Node.js/IT技术服务｜咨询/React,薪资丰厚,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/67/04/CgpEMlmepHiAJmEXAAArAJs2qv0103.jpg,上海
web前端,web前端开发工程师[杨浦区],程析智能,15000,25000,经验3-5年,本科,软件开发、人工智能 / 未融资 / 50-150人,50-150,Angular/Javascript/HTML5,大牛云集,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,web前端开发工程师[华漕],爱威海网,12000,18000,经验3-5年,大专,"消费生活,文娱丨内容 / 未融资 / 50-150人",50-150,CSS/Html5/在线医疗/Vue,享带薪年假、国家法定节假日；提供免费三餐；,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
web前端,web前端开发工程师[松江区],优联智造,10000,15000,经验在校,应届,"企业服务,人工智能 / 不需要融资 / 50-150人",50-150,IT技术服务｜咨询/电商平台/React,自营业务，成长空间大，拥抱开源，支持技术成长,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/64/9A/Cgq2xl487fyAXnfYAAEXGEaNrPI294.png,上海
web前端,web前端开发工程师[宝山区],嗨喵悦动,8000,11000,经验1-3年,本科,"文娱丨内容,社交 / 天使轮 / 15-50人",15-50,Html5/移动端/Vue,互动，婚礼，酒吧,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/73/55/Ciqc1F_F8QaAXPA3AAF_0EfxifM133.png,上海
web前端,web前端开发工程师[和田],上海出奇信息科技有限公司,8000,12000,经验3-5年,大专,IT技术服务｜咨询 / 未融资 / 50-150人,50-150,软件服务｜咨询/CSS/JavaScript/Vue/小程序开发,五险一金，周末双休,https://www.lgstatic.com/thumbnail_120x120/image1/M00/2D/69/CgYXBlV49PWAEtI2AAASDzceLqk853.jpg?cc=0.44193975113113953,上海
web前端,web前端工程师[长风公园],GTED-X,12000,18000,经验1-3年,大专,移动互联网 / 不需要融资 / 15-50人,15-50,前端开发/JavaScript/HTML5/Web前端开发/React,"五险一金,弹性工作, 宽松环境",https://www.lgstatic.com/thumbnail_120x120/i/image/M00/17/F8/CgpFT1kAErGASw2xAALGzcng81w342.jpg,上海
web前端,web前端开发工程师[金桥],上海葡萄城,10000,20000,经验1-3年,本科,IT技术服务｜咨询 / 不需要融资 / 150-500人,150-500,软件服务｜咨询,带薪年假、年度体检、薪资福利好、弹性工作,https://www.lgstatic.com/thumbnail_120x120/image2/M00/00/C0/CgpzWlXfwPmAHnlPAAA0AXDEkqo597.jpg?cc=0.6861434252932668,上海
web前端,web前端开发工程师[静安区],恒天财富,20000,40000,经验3-5年,硕士,"金融,消费生活 / 天使轮 / 2000人以上",2000,Vue/科技金融/金融业,福利好，待遇好,https://www.lgstatic.com/thumbnail_120x120/image1/M00/00/18/CgYXBlTUWE6AL3AdAABiEk4xV6c331.jpg,上海
web前端,web前端开发工程师[重固],申通快递,15000,30000,经验1-3年,本科,物流｜运输 / 上市公司 / 2000人以上,2000,React/物流｜运输/Angular,大公司,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/41/C8/CgqCHl82LBOAAvT5AABZ4dz3Xbk383.png,上海
web前端,web前端开发工程师[徐汇区],慧至健达,18000,30000,经验3-5年,本科,"软件服务｜咨询,IT技术服务｜咨询,人工智能服务 / 不需要融资 / 15-50人",15-50,软件服务｜咨询/CSS/Html5/JavaScript/IT技术服务｜咨询,弹性工作 牛人领导 节日福利 定期体检,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/46/B4/CioPOWDL98SAXPgfAACVQ9uB6Vs966.png,上海
web前端,web前端开发工程师[张江],VXI,20000,28000,经验5-10年,本科,软件服务｜咨询 / 不需要融资 / 2000人以上,2000,软件服务｜咨询/Vue/Angular/Python,平台稳定，发展前景大,https://www.lgstatic.com/thumbnail_120x120/i/image6/M01/6F/53/Cgp9HWICOReALIA0AAH8eLRbtV4624.png,上海
web前端,Web前端工程师[徐家汇],上海建科院,10000,15000,经验在校,应届,"企业服务,其他 / 不需要融资 / 500-2000人",500-2000,房地产｜建筑｜物业/Html5/JavaScript/Vue/Web前端开发,工作环境好，团队氛围好。,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/10/3C/Ciqc1F7KFT6AfQuCAABRalDD9tE627.png,上海
web前端,web前端开发工程师[徐汇区],云丹网络,8000,13000,经验1-3年,本科,"IT技术服务｜咨询,网络通信,物联网 / 不需要融资 / 15-50人",15-50,ECharts/JavaScript/Vue/Node.js/物联网,行业有前景 团队技术氛围浓厚,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/40/08/CioPOWCjFtmAEjl6AAE6nplMNsk922.png,上海
web前端,web前端开发工程师[洋泾],阿慕比文化,18000,30000,经验5-10年,本科,专业服务｜咨询 / 未融资 / 50-150人,50-150,JavaScript/IT技术服务｜咨询/专业服务｜咨询/Angular,团队专家职位享有绩效奖金,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/47/F3/CioPOWDSyi-AHR63AAAiD2FIgjk412.jpg,上海
web前端,web前端工程师[凉城],明特海外仓,9000,11000,经验1-3年,本科,物流丨运输 / 未融资 / 15-50人,15-50,贸易｜进出口/CSS/Html5/JavaScript/电商平台,较大发展空间,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/0E/77/Ciqc1F7F9gaAUCifAADoMDexn2E129.jpg,上海
C语言,C语言/嵌入式工程师（闵行区-线上面试）[闵行区],好帮手,11000,22000,经验1-3年,大专,软件开发、电商 / 不需要融资 / 15-50人,15-50,无,五险一金，年假,https://www.lgstatic.com/thumbnail_120x120/i/image3/M01/61/E5/CgpOIF4gHwiAfat6AAFYuiP4qw8379.png,上海
C语言,软件工程师（C语言嵌入式开发方向）[松江区],中国航空工业集团测控所,7000,14000,经验1-3年,本科,无,未知,无,"绩效奖金,定期体检,交通补贴",https://www.lgstatic.com/thumbnail_120x120/10/a1bb23bf1f7f4152995ee6936b3219c9.png,上海
C语言,嵌入式专家-软硬件（C语言+PCB设计）[黄浦区],上海帝博企业管理咨询有限公司,20000,30000,经验3-5年,本科,"专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 15-50人",15-50,营销服务｜咨询/专业服务｜咨询,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/10/21e24301e96d4f76be1704658e486700.png,上海
C语言,软件技术支持工程师（C语言）[张江],创景科技,9000,15000,经验1-3年,本科,信息安全 / 不需要融资 / 150-500人,150-500,软件服务｜咨询,军工 汽车电子 六险一金,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/8D/86/CgotOVubZceAV2nYAAGAftiiO1w674.jpg,上海
C语言,嵌入式软件工程师（C语言方向）[上海南站],CAROTA科络达,18000,28000,经验3-5年,大专,物联网 / 不需要融资 / 50-150人,50-150,车联网/Linus/软件开发,"薪资丰厚,不强制加班,工作环境宽松",https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/F4/42/CgoB5lyBwe-AeTVYAAAPlETAkpg575.jpg,上海
C语言,C语言实习生（工作地点湖州）（数字技术）[黄浦区],浙江大学湖州研究院,2000,3000,经验在校,应届,人工智能服务 / 不需要融资 / 150-500人,150-500,C++/智能硬件/物联网,优渥待遇 优秀团队 优质生活,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/75/D9/CioPOWIgGoSAEYiCAACUaVeDpgY794.jpg,上海
C语言,资深通信协议栈开发工程师[张江],钜泉光电,20000,40000,经验5-10年,本科,硬件 / 未融资 / 150-500人,150-500,C++/通信相关专业/C语言/半导体/计算机相关专业,平台大，稳定性强，晋升快，薪酬优厚,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/6F/E4/CgqCHl-3U-GAUiBzAAARPyTvIzQ042.jpg,上海
C语言,测试工程师[罗店],美生医疗,10000,15000,经验1-3年,本科,医疗｜保健｜美容 / 不需要融资 / 15-50人,15-50,医疗｜保健｜美容/C语言/性能测试/硬件测试/IT技术服务｜咨询,专注于创新的、AI4S神经调控产品,https://www.lgstatic.com/thumbnail_120x120/10/70b5d8029acc49ea8cf684d2b161c85b.png,上海
C语言,嵌入式软件工程师[罗店],美生医疗,15000,25000,经验3-5年,本科,医疗｜保健｜美容 / 不需要融资 / 15-50人,15-50,医疗｜保健｜美容/C语言/I2C/蓝牙BLE/医疗器械,发展前景好，晋升空间大,https://www.lgstatic.com/thumbnail_120x120/10/70b5d8029acc49ea8cf684d2b161c85b.png,上海
C语言,fae现场应用工程师[浦东新区],芯旺微,15000,30000,经验3-5年,本科,无,未知,无,"五险一金,定期体检,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/22256b2998d748ab98a006d9e5f69495.png,上海
C语言,汽车电子研发工程师[宝山区],Shanghai INGIN Automotive Technology,13000,25000,经验3-5年,本科,无,未知,无,"五险一金,定期体检,方案",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
C语言,汽车电子研发专家[宝山区],Shanghai INGIN Automotive Technology,25000,45000,经验5-10年,本科,无,未知,无,"定期体检,方案,员工旅游",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
C语言,mcu软件工程师[金桥],欣睿智控软件,15000,25000,经验1-3年,本科,"软件服务｜咨询,工具类产品,IT技术服务｜咨询 / 未融资 / 15-50人",15-50,新能源汽车制造,五险一金、项目奖金、餐补,https://www.lgstatic.com/thumbnail_120x120/10/8783e43c301e4c9e9ba4ec38d4852b87.png,上海
C语言,系统架构师[花木],兴业数金,20000,40000,经验3-5年,本科,科技金融 / 不需要融资 / 500-2000人,500-2000,大数据架构师/科技金融/TI架构专家/金融业/技术架构,科技金融，六险一金，定期团建，补充医疗,https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/79/CC/CgotOVttVjSAesI6AAKE45VCRRc354.png,上海
C语言,51软件firmware固件 MCU软件工程师[浦东新区],诺为,20000,40000,经验5-10年,本科,"电商平台,内容社区 / 不需要融资 / 50-150人",50-150,内容社区/电商平台,"五险一金,绩效奖金,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/bda4e414b96b437580d4c97215d4b5be.png,上海
C语言,高级电子工程师[浦东新区],上海东影,20000,40000,经验5-10年,本科,无,未知,无,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/10/527a5b4625d448a49aedb5d87e82e45d.png,上海
C语言,软件集成工程师[嘉定区],科世达（上海）管理有限公司,15000,23000,经验1-3年,本科,其他 / 不需要融资 / 500-2000人,500-2000,无,"五险一金,免费班车,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
C语言,电气总监（跟踪支架）[闵行区],恢弘集团,40000,60000,经验1-3年,本科,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/5a6845cbee4d48cf8c2d1191b8e7fd1b.png,上海
C语言,电力电子控制工程师(J10216)[闵行区],东软医疗,20000,40000,经验1-3年,硕士,医疗｜保健｜美容 / 不需要融资 / 500-2000人,500-2000,医疗｜保健｜美容,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/085c1c34602a4a958034288f3528979d.png,上海
C语言,电子工程师[松江区],Shanghai EdgeLight,10000,15000,经验1-3年,大专,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
C语言,电动开闭系统软件开发工程师（汽车行业）[松江区],安宇峰,12000,20000,经验1-3年,本科,其他 / 不需要融资 / 150-500人,150-500,无,"五险一金,绩效奖金,交通补贴",https://www.lgstatic.com/thumbnail_120x120/10/03bd301458714477a00c77412af297e0.png,上海
C语言,电子硬件工程师[闵行区],佳安智能,15000,20000,经验3-5年,本科,其他 / 不需要融资 / 50-150人,50-150,无,"五险一金,周末双休,股票期权",https://www.lgstatic.com/thumbnail_120x120/10/834b3ff124f44c928849bdc0ac73103d.png,上海
C语言,电气销售应用工程师[松江区],升旭液压（中国）有限公司,18000,25000,经验3-5年,本科,制造业 / 不需要融资 / 150-500人,150-500,制造业,"定期体检,员工旅游,周末双休",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
C语言,FAE 现场应用工程师（韩语）[浦东新区],敦泰,12000,20000,经验不限,本科,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/35f286fcea584a8ab25198aa85f3f0ea.png,上海
C语言,对日C开发工程师[黄浦区],辰而将行软件,12000,20000,经验1-3年,本科,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 50-150人",50-150,软件服务｜咨询/数据服务｜咨询,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/10/4cb0d58e06ea4bdda9094d316d31ad8c.png,上海
C语言,安卓驱动工程师（上海）[闵行区],亮钻科技,10000,20000,经验1-3年,本科,智能硬件 / 不需要融资 / 50-150人,50-150,智能硬件,"五险一金,绩效奖金,弹性工作",https://www.lgstatic.com/thumbnail_120x120/10/7ec9d7e1b9f4474b96acdee39a96c01f.png,上海
C语言,嵌入式软件工程师（消防电气）[嘉定区],安科瑞,10000,20000,经验1-3年,硕士,无,未知,无,"五险一金,绩效奖金,方案",https://www.lgstatic.com/thumbnail_120x120/10/7a35070e55494db4b9f338df9eb2c45e.png,上海
C语言,嵌入式软件研发工程师（IT配电）[嘉定区],安科瑞,10000,20000,经验3-5年,本科,无,未知,无,"五险一金,绩效奖金,方案",https://www.lgstatic.com/thumbnail_120x120/10/7a35070e55494db4b9f338df9eb2c45e.png,上海
C语言,视觉应用工程师G00069[浦东新区],奥芯明,10000,18000,经验3-5年,本科,无,未知,无,"免费班车,五险一金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/c57be8cdcf4445d0b476def73561e5f9.png,上海
C语言,协议栈软件工程师[普陀区],上海新岸线,8000,12000,经验1-3年,本科,无,未知,无,"补充公积金,五险一金,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/c4da153292a441f8adfc5e1df2993aec.png,上海
C语言,服务器BIOS测试工程师[徐汇区],上海全晓信息技术有限公司,20000,30000,经验5-10年,本科,无,未知,无,"五险一金,定期体检,做五休二",https://www.lgstatic.com/thumbnail_120x120/10/f84df9075cd24a64b2cbe3d3ac047464.png,上海
C语言,韩国FAE（上海）[浦东新区],联咏电子科技（西安）有限公司,15000,25000,经验不限,本科,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,上海
C语言,数字控制软件工程师[浦东新区],安世博,20000,35000,经验3-5年,本科,新能源汽车制造 / 不需要融资 / 150-500人,150-500,新能源汽车制造,"五险一金,出差补贴,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/1037ee728e624d12827663050e49514e.png,上海
C语言,控制软件工程师[浦东新区],安世博,20000,40000,经验1-3年,本科,新能源汽车制造 / 不需要融资 / 150-500人,150-500,新能源汽车制造,"五险一金,专业培训,年终奖金",https://www.lgstatic.com/thumbnail_120x120/10/1037ee728e624d12827663050e49514e.png,上海
C语言,无感无刷电机高级软件工程师（FOC）[闵行区],毓恬冠佳,15000,30000,经验3-5年,本科,"汽车交易平台,新能源汽车制造 / 不需要融资 / 500-2000人",500-2000,新能源汽车制造/汽车交易平台,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/3f2c221e028447e8a59f56adf4db5403.png,上海
C语言,软件工程师（FBL OTA UDS）[闵行区],毓恬冠佳,15000,30000,经验3-5年,本科,"汽车交易平台,新能源汽车制造 / 不需要融资 / 500-2000人",500-2000,新能源汽车制造/汽车交易平台,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/3f2c221e028447e8a59f56adf4db5403.png,上海
C语言,软件工程师[徐汇区],通则康威,15000,25000,经验1-3年,本科,无,未知,无,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/9c5b1b1db9e049f7890a1a9f1f27977b.png,上海
